Block,Value,Token Name,Additional Value,Highlight Target,Public Tag,Age,Transaction Type
20059360,92713.513761207,Frax,0xe0227108,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x000...e49,2024-06-10 5:31:59,IN
20059211,128416.20218626918,USDe,0x4b2a9e1d,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,Uniswap V3: USDe-USDT 2,2024-06-10 5:01:59,OUT
20059211,128810.56442425883,Frax,0x4b2a9e1d,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x000...e49,2024-06-10 5:01:59,IN
20059211,127275.96838335892,USDe,0x4b2a9e1d,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x000...e49,2024-06-10 5:01:59,OUT
20059211,127661.47977013525,Frax,0x4b2a9e1d,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x000...e49,2024-06-10 5:01:59,IN
20059211,243290.08662052944,USDe,Mooo Z1089603480,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xb2F72662...5b6adcaBB,2024-06-10 5:01:59,OUT
20059143,102230.35060062408,USDe,Swap Exact Pt For Token,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xf081470f...409DcdD67,2024-06-10 4:48:23,OUT
20059033,247478.96835470482,USDe,0x99216a39,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,Uniswap V3: USDe-USDT 2,2024-06-10 4:26:23,OUT
20059033,248186.37137306738,Frax,0x99216a39,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x000...e49,2024-06-10 4:26:23,IN
20058912,257279.8400866791,USDe,0x20216a3b,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,Uniswap V3: USDe-USDT 2,2024-06-10 4:02:11,OUT
20058912,257995.11800556863,Frax,0x20216a3b,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x000...e49,2024-06-10 4:02:11,IN
20058794,120901.73705876367,USDe,0xaa216a1c,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,Uniswap V3: USDe-USDT 2,2024-06-10 3:38:11,OUT
20058794,121230.88555599064,Frax,0xaa216a1c,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x000...e49,2024-06-10 3:38:11,IN
20058618,159914.11054368858,USDe,Swap,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xE37e799D...71457BD09,2024-06-10 3:02:35,OUT
20058522,79661.54302806745,USDe,0x9a2b292a,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,Uniswap V3: USDe-USDT 2,2024-06-10 2:43:23,OUT
20058522,79872.20356710274,Frax,0x9a2b292a,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x000...e49,2024-06-10 2:43:23,IN
20058469,104964.35234343483,USDe,0x6522e830,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x000...e49,2024-06-10 2:32:47,OUT
20058469,105239.0589619998,Frax,0x6522e830,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x000...e49,2024-06-10 2:32:47,IN
20058468,925832.1785807456,Frax,Swap Compact,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xcE6431D2...ED96F5CE7,2024-06-10 2:32:35,OUT
20058447,616165.0960653598,Frax,Swap Compact,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0x28104d4F...d56F33f95,2024-06-10 2:28:23,OUT
20058227,194281.0950215528,USDe,Exec,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x3fa...fb6,2024-06-10 1:44:23,OUT
20058227,194873.47176656435,Frax,Exec,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x3fa...fb6,2024-06-10 1:44:23,IN
20058155,105772.85545574846,USDe,Swap Compact,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,Odos: Router V2,2024-06-10 1:29:59,OUT
20057902,122002.2329441676,Frax,Mooo Z1089603480,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xfb00001B...B4CE68d00,2024-06-10 0:39:11,OUT
20057902,121663.23072393915,USDe,Mooo Z1089603480,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,CoW Protocol: GPv2Settlement,2024-06-10 0:39:11,IN
20057698,59953.805510080085,USDe,Add Liquidity Single Token,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xf081470f...409DcdD67,2024-06-09 23:57:59,OUT
20057640,140034.46488036058,USDe,0x22222222,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x249...0e0,2024-06-09 23:46:23,OUT
20057640,140451.79883172468,Frax,0x22222222,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x249...0e0,2024-06-09 23:46:23,IN
20057572,37695.838781783816,USDe,0xe4227108,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,Uniswap V3: USDe-USDC,2024-06-09 23:32:47,OUT
20057572,37807.10182218916,Frax,0xe4227108,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x000...e49,2024-06-09 23:32:47,IN
20057475,1055324.6480159068,Frax,Swap,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xf081470f...409DcdD67,2024-06-09 23:13:23,OUT
20057452,688083.9647250836,Frax,Swap Compact,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xcE6431D2...ED96F5CE7,2024-06-09 23:08:47,OUT
20057429,307935.4033450744,Frax,Exec,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x3fa...fb6,2024-06-09 23:04:11,OUT
